ddradID,altID,population_number,population_name,Country,Treatment,GPS_N,GPS_E,1Ovi_Egg,1Ovi_Dead,1Ovi_Living,2Ovi_Egg,2Ovi_Dead,2Ovi_Living,Pigmentation,LegLength,1Ovi_LegLength,2Ovi_LegLength,1Ovi_mass,2Ovi_mass
LvLiAC02_trimmed.sorted,LvLiAC02,38,Ainazi,Lativa,NA,57.87,24.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvLiAC03_trimmed.sorted,LvLiAC03,38,Ainazi,Lativa,NA,57.87,24.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvLiAC04_trimmed.sorted,LvLiAC04,38,Ainazi,Lativa,NA,57.87,24.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvLiAC05_trimmed.sorted,LvLiAC05,38,Ainazi,Lativa,NA,57.87,24.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvLiAC06_trimmed.sorted,LvLiAC06,38,Ainazi,Lativa,NA,57.87,24.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvLiAC07_trimmed.sorted,LvLiAC07,38,Ainazi,Lativa,NA,57.87,24.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvLiAC08_trimmed.sorted,LvLiAC08,38,Ainazi,Lativa,NA,57.87,24.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvLiAC12_trimmed.sorted,LvLiAC12,38,Ainazi,Lativa,NA,57.87,24.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvLiAC13_trimmed.sorted,LvLiAC13,38,Ainazi,Lativa,NA,57.87,24.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvLpLA01_trimmed.sorted,LvLpLA01,36,Liepaja,Lativa,NA,56.42,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvLpLA02_trimmed.sorted,LvLpLA02,36,Liepaja,Lativa,NA,56.42,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvLpLA03_trimmed.sorted,LvLpLA03,36,Liepaja,Lativa,NA,56.42,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvLpLA08_trimmed.sorted,LvLpLA08,36,Liepaja,Lativa,NA,56.42,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvLpLA10_trimmed.sorted,LvLpLA10,36,Liepaja,Lativa,NA,56.42,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvLpLA12_trimmed.sorted,LvLpLA12,36,Liepaja,Lativa,NA,56.42,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvLpLA13_trimmed.sorted,LvLpLA13,36,Liepaja,Lativa,NA,56.42,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvLpLA14_trimmed.sorted,LvLpLA14,36,Liepaja,Lativa,NA,56.42,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvLpLA15_trimmed.sorted,LvLpLA15,36,Liepaja,Lativa,NA,56.42,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvLpLA16_trimmed.sorted,LvLpLA16,36,Liepaja,Lativa,NA,56.42,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvSaSA01_trimmed.sorted,LvSaSA01,37,Salaspils,Lativa,NA,56.85,24.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvSaSA02_trimmed.sorted,LvSaSA02,37,Salaspils,Lativa,NA,56.85,24.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvSaSA03_trimmed.sorted,LvSaSA03,37,Salaspils,Lativa,NA,56.85,24.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvSaSA04_trimmed.sorted,LvSaSA04,37,Salaspils,Lativa,NA,56.85,24.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvSaSA06_trimmed.sorted,LvSaSA06,37,Salaspils,Lativa,NA,56.85,24.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvSaSA07_trimmed.sorted,LvSaSA07,37,Salaspils,Lativa,NA,56.85,24.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvSaSA08_trimmed.sorted,LvSaSA08,37,Salaspils,Lativa,NA,56.85,24.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvSaSA09_trimmed.sorted,LvSaSA09,37,Salaspils,Lativa,NA,56.85,24.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvSaSA10_trimmed.sorted,LvSaSA10,37,Salaspils,Lativa,NA,56.85,24.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LvSaSA11_trimmed.sorted,LvSaSA11,37,Salaspils,Lativa,NA,56.85,24.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlGPPA01_trimmed.sorted,PlGPPA01,33,Poznan,Poland,NA,52.3,17.5333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlGPPA03_trimmed.sorted,PlGPPA03,33,Poznan,Poland,NA,52.3,17.5333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlGPPA04_trimmed.sorted,PlGPPA04,33,Poznan,Poland,NA,52.3,17.5333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlGPPA05_trimmed.sorted,PlGPPA05,33,Poznan,Poland,NA,52.3,17.5333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlGPPA06_trimmed.sorted,PlGPPA06,33,Poznan,Poland,NA,52.3,17.5333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlGPPA08_trimmed.sorted,PlGPPA08,33,Poznan,Poland,NA,52.3,17.5333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlGPPA09_trimmed.sorted,PlGPPA09,33,Poznan,Poland,NA,52.3,17.5333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlGPPA10_trimmed.sorted,PlGPPA10,33,Poznan,Poland,NA,52.3,17.5333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlGPPA11_trimmed.sorted,PlGPPA11,33,Poznan,Poland,NA,52.3,17.5333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlGPPA12_trimmed.sorted,PlGPPA12,33,Poznan,Poland,NA,52.3,17.5333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlLuGA01_trimmed.sorted,PlLuGA01,32,Grodziszcze,Poland,NA,52.25,15.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlLuGA02_trimmed.sorted,PlLuGA02,32,Grodziszcze,Poland,NA,52.25,15.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlLuGA03_trimmed.sorted,PlLuGA03,32,Grodziszcze,Poland,NA,52.25,15.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlLuGA04_trimmed.sorted,PlLuGA04,32,Grodziszcze,Poland,NA,52.25,15.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlLuGA05_trimmed.sorted,PlLuGA05,32,Grodziszcze,Poland,NA,52.25,15.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlLuGA06_trimmed.sorted,PlLuGA06,32,Grodziszcze,Poland,NA,52.25,15.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlLuGA07_trimmed.sorted,PlLuGA07,32,Grodziszcze,Poland,NA,52.25,15.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlPoLA01_trimmed.sorted,PlPoLA01,34,Lebork,Poland,NA,54.55,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlPoLA02_trimmed.sorted,PlPoLA02,34,Lebork,Poland,NA,54.55,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlPoLA03_trimmed.sorted,PlPoLA03,34,Lebork,Poland,NA,54.55,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlPoLA04_trimmed.sorted,PlPoLA04,34,Lebork,Poland,NA,54.55,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlPoLA05_trimmed.sorted,PlPoLA05,34,Lebork,Poland,NA,54.55,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlPoLA06_trimmed.sorted,PlPoLA06,34,Lebork,Poland,NA,54.55,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlPoLA07_trimmed.sorted,PlPoLA07,34,Lebork,Poland,NA,54.55,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlPoLA08_trimmed.sorted,PlPoLA08,34,Lebork,Poland,NA,54.55,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlPoLA09_trimmed.sorted,PlPoLA09,34,Lebork,Poland,NA,54.55,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PlPoLA10_trimmed.sorted,PlPoLA10,34,Lebork,Poland,NA,54.55,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuKuKA01_trimmed.sorted,RuKuKA01,43,Khytor Stepnoy Village ,Russia,NA,51.733333,36.183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuKuKA02_trimmed.sorted,RuKuKA02,43,Khytor Stepnoy Village ,Russia,NA,51.733333,36.183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuKuKA03_trimmed.sorted,RuKuKA03,43,Khytor Stepnoy Village ,Russia,NA,51.733333,36.183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuKuKA04_trimmed.sorted,RuKuKA04,43,Khytor Stepnoy Village ,Russia,NA,51.733333,36.183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuKuKA05_trimmed.sorted,RuKuKA05,43,Khytor Stepnoy Village ,Russia,NA,51.733333,36.183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuKuKA06_trimmed.sorted,RuKuKA06,43,Khytor Stepnoy Village ,Russia,NA,51.733333,36.183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuKuKA07_trimmed.sorted,RuKuKA07,43,Khytor Stepnoy Village ,Russia,NA,51.733333,36.183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuKuKA08_trimmed.sorted,RuKuKA08,43,Khytor Stepnoy Village ,Russia,NA,51.733333,36.183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuKuKA09_trimmed.sorted,RuKuKA09,43,Khytor Stepnoy Village ,Russia,NA,51.733333,36.183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuKuKA10_trimmed.sorted,RuKuKA10,43,Khytor Stepnoy Village ,Russia,NA,51.733333,36.183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuKuSA02_trimmed.sorted,RuKuSA02,42,Selikhovy Dvory Village ,Russia,NA,51.57,36.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuKuSA04_trimmed.sorted,RuKuSA04,42,Selikhovy Dvory Village ,Russia,NA,51.57,36.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuKuSA05_trimmed.sorted,RuKuSA05,42,Selikhovy Dvory Village ,Russia,NA,51.57,36.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuKuSA06_trimmed.sorted,RuKuSA06,42,Selikhovy Dvory Village ,Russia,NA,51.57,36.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuKuSA07_trimmed.sorted,RuKuSA07,42,Selikhovy Dvory Village ,Russia,NA,51.57,36.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuKuSA08_trimmed.sorted,RuKuSA08,42,Selikhovy Dvory Village ,Russia,NA,51.57,36.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuKuSA09_trimmed.sorted,RuKuSA09,42,Selikhovy Dvory Village ,Russia,NA,51.57,36.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuKuSA11_trimmed.sorted,RuKuSA11,42,Selikhovy Dvory Village ,Russia,NA,51.57,36.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuKuSA12_trimmed.sorted,RuKuSA12,42,Selikhovy Dvory Village ,Russia,NA,51.57,36.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuKuSA13_trimmed.sorted,RuKuSA13,42,Selikhovy Dvory Village ,Russia,NA,51.57,36.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuLiDA01_trimmed.sorted,RuLiDA01,44,Donskoye Village ,Russia,NA,52.85,38.783333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuLiDA02_trimmed.sorted,RuLiDA02,44,Donskoye Village ,Russia,NA,52.85,38.783333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuLiDA03_trimmed.sorted,RuLiDA03,44,Donskoye Village ,Russia,NA,52.85,38.783333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuLiDA04_trimmed.sorted,RuLiDA04,44,Donskoye Village ,Russia,NA,52.85,38.783333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuLiDA05_trimmed.sorted,RuLiDA05,44,Donskoye Village ,Russia,NA,52.85,38.783333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuLiDA06_trimmed.sorted,RuLiDA06,44,Donskoye Village ,Russia,NA,52.85,38.783333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuLiDA07_trimmed.sorted,RuLiDA07,44,Donskoye Village ,Russia,NA,52.85,38.783333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuLiDA08_trimmed.sorted,RuLiDA08,44,Donskoye Village ,Russia,NA,52.85,38.783333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuLiDA09_trimmed.sorted,RuLiDA09,44,Donskoye Village ,Russia,NA,52.85,38.783333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuLiDA10_trimmed.sorted,RuLiDA10,44,Donskoye Village ,Russia,NA,52.85,38.783333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuLiYA01_trimmed.sorted,RuLiYA01,45,Yablonevoye Village ,Russia,NA,52.616667,39.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuLiYA02_trimmed.sorted,RuLiYA02,45,Yablonevoye Village ,Russia,NA,52.616667,39.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RuLiYA03_trimmed.sorted,RuLiYA03,45,Yablonevoye Village ,Russia,NA,52.616667,39.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF18-BN-1_trimmed.sorted,SF18-Belflou-1,1,Belflou,France,Estonia,43.32287,1.7860194,NA,NA,NA,NA,NA,NA,0.3,8541.56,NA,NA,NA,NA
SF18-BN-12_trimmed.sorted,SF18-Belflou-12,1,Belflou,France,Estonia,43.32287,1.7860194,13,120,0,NA,NA,NA,0.24,7996.59,NA,NA,NA,NA
SF18-BN-14_trimmed.sorted,SF18-Belflou-14,1,Belflou,France,Estonia,43.32287,1.7860194,0,88,78,NA,NA,NA,0.45,7344.03,559.9813,NA,0.3168,NA
SF18-BN-18_trimmed.sorted,SF18-Belflou-18,1,Belflou,France,Estonia,43.32287,1.7860194,0,24,195,0,152,20,0.26,8161.46,620.8607,NA,0.4053333,NA
SF18-BN-3_trimmed.sorted,SF18-Belflou-3,1,Belflou,France,Estonia,43.32287,1.7860194,26,119,139,NA,NA,NA,0.29,8826.13,507.7287,NA,0.2864,NA
SF18-BN-4_trimmed.sorted,SF18-Belflou-4,1,Belflou,France,Estonia,43.32287,1.7860194,43,0,0,NA,NA,NA,0.32,4215.08,NA,NA,NA,NA
SF18-BN-5_trimmed.sorted,SF18-Belflou-5,1,Belflou,France,Estonia,43.32287,1.7860194,3,59,254,NA,NA,NA,0.51,9304.52,530.4633,NA,0.3724,NA
SF18-BN-7_trimmed.sorted,SF18-Belflou-7,1,Belflou,France,France,43.32287,1.7860194,3,2,128,2,49,138,0.24,7980.91,NA,463.3329,NA,0.2516667
SF18-BN-8_trimmed.sorted,SF18-Belflou-8,1,Belflou,France,France,43.32287,1.7860194,0,5,184,NA,NA,NA,0.57,8176.88,574.7933,NA,0.305,NA
SF18-BN-9_trimmed.sorted,SF18-Belflou-9,1,Belflou,France,France,43.32287,1.7860194,7,73,122,NA,NA,NA,0.38,7616.97,457.7413,NA,0.2508,NA
SF18-CA-10_trimmed.sorted,SF18-Casties-10,2,Casties,France,France,43.1867694,1.9399972,0,6,405,9,152,16,0.34,7996.71,542.3467,NA,0.2889333,NA
SF18-CA-12_trimmed.sorted,SF18-Casties-12,2,Casties,France,France,43.1867694,1.9399972,0,3,180,78,20,3,0.25,6318.55,560.118,NA,0.3164,0.29
SF18-CA-13_trimmed.sorted,SF18-Casties-13,2,Casties,France,France,43.1867694,1.9399972,0,27,317,0,1,156,0.48,7059.67,548.4,574.9633,0.2942143,0.3512667
SF18-CA-14_trimmed.sorted,SF18-Casties-14,2,Casties,France,Estonia,43.1867694,1.9399972,0,8,188,0,115,43,0.23,6341.4,627.9833,591.2813,0.4286667,0.3955333
SF18-CA-17_trimmed.sorted,SF18-Casties-17,2,Casties,France,France,43.1867694,1.9399972,2,5,288,175,23,0,0.43,7153.93,558.5327,NA,0.3008667,NA
SF18-CA-18_trimmed.sorted,SF18-Casties-18,2,Casties,France,France,43.1867694,1.9399972,1,10,118,1,18,35,0.44,6491.48,562.8847,484.6257,0.2978667,
SF18-CA-4_trimmed.sorted,SF18-Casties-4,2,Casties,France,Estonia,43.1867694,1.9399972,57,23,59,NA,NA,NA,0.35,9117.61,555.3367,NA,0.3569333,NA
SF18-CA-5_trimmed.sorted,SF18-Casties-5,2,Casties,France,Estonia,43.1867694,1.9399972,0,66,255,17,154,4,0.58,7997.7,616.472,515.6,0.3917333,0.376
SF18-CA-6_trimmed.sorted,SF18-Casties-6,2,Casties,France,Estonia,43.1867694,1.9399972,0,85,289,0,123,72,0.31,8642.26,570.6647,0.365,0.3475333,0.365
SF18-CA-7_trimmed.sorted,SF18-Casties-7,2,Casties,France,Estonia,43.1867694,1.9399972,0,13,58,1,87,27,0.28,6202.48,613.226,557.7971,0.4299333,NA
SF18-MiO-12_trimmed.sorted,SF18-MirevalOst-12,3,Mireval East,France,Estonia,43.253584,1.961534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF18-MiO-18_trimmed.sorted,SF18-MirevalOst-18,3,Mireval East,France,NA,43.253584,1.961534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF18-MiO-27_trimmed.sorted,SF18-MirevalOst-27,3,Mireval East,France,Estonia,43.253584,1.961534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF18-MiO-40_trimmed.sorted,SF18-MirevalOst-40,3,Mireval East,France,Estonia,43.253584,1.961534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF18-MiO-5_trimmed.sorted,SF18-MirevalOst-5,3,Mireval East,France,NA,43.253584,1.961534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF18-MiW-17_trimmed.sorted,SF18-MirevalWest-17,3,Mireval West,France,NA,43.252478,1.954607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF18-MiW-23_trimmed.sorted,SF18-MirevalWest-23,3,Mireval West,France,NA,43.252478,1.954607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF18-MiW-39_trimmed.sorted,SF18-MirevalWest-39,3,Mireval West,France,France,43.252478,1.954607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF18-MiW-42_trimmed.sorted,SF18-MirevalWest-42,3,Mireval West,France,NA,43.252478,1.954607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF18-MiW-8_trimmed.sorted,SF18-MirevalWest-8,3,Mireval West,France,Estonia,43.252478,1.954607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF18-PE-12-photo_trimmed.sorted,SF18-Perry-12-Photo,4,Perry,France,Estonia,43.07072,2.2313194,18,38,93,NA,NA,NA,,0.53,592.756,592.756,NA,0.4168
SF18-PE-15-photo_trimmed.sorted,SF18-Perry-15-Photo,4,Perry,France,Estonia,43.07072,2.2313194,0,9,158,181,31,116,,0.59,587.081,587.0813,525.0033,0.3553333
SF18-PE-17-photo_trimmed.sorted,SF18-Perry-17-Photo,4,Perry,France,Estonia,43.07072,2.2313194,2,61,43,181,78,0,,0.53,616.451,616.4507,NA,0.3924667
SF18-PE-1-photo_trimmed.sorted,SF18-Perry-1-Photo,4,Perry,France,France,43.07072,2.2313194,89,8,325,181,0,5,,0.48,583.299,583.2993,570.8547,0.3308
SF18-PE-2-photo_trimmed.sorted,SF18-Perry-2-Photo,4,Perry,France,France,43.07072,2.2313194,0,3,294,182,20,7,,0.49,586.251,586.2507,NA,0.3596667
SF18-PE-3-photo_trimmed.sorted,SF18-Perry-3-Photo,4,Perry,France,Estonia,43.07072,2.2313194,123,5,0,NA,NA,NA,,0.27,NA,NA,NA,NA
SF18-PE-4-photo_trimmed.sorted,SF18-Perry-4-Photo,4,Perry,France,France,43.07072,2.2313194,0,0,148,NA,NA,NA,,0.31,554.862,554.862,NA,0.3210667
SF18-PE-6-photo_trimmed.sorted,SF18-Perry-6-Photo,4,Perry,France,France,43.07072,2.2313194,0,0,212,181,0,6,,0.43,536.573,536.5727,535.43,0.2864
SF18-PE-7-photo_trimmed.sorted,SF18-Perry-7-Photo,4,Perry,France,France,43.07072,2.2313194,1,0,245,NA,NA,NA,,0.42,583.09,583.09,NA,0.3356
SF18-PE-8-photo_trimmed.sorted,SF18-Perry-8-Photo,4,Perry,France,France,43.07072,2.2313194,5,1,143,NA,NA,NA,,0.14,551.105,551.1047,NA,0.286
