"","ddradID","altID","population_number","population_name","Country","Treatment","X1Ovi_Egg","X1Ovi_Dead","X1Ovi_Living","X2Ovi_Egg","X2Ovi_Dead","X2Ovi_Living","Pigmentation","LegLength","X1Ovi_LegLength","X2Ovi_LegLength","X1Ovi_mass","X2Ovi_mass","dat_filtered$population_number","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19"
"19.5","G18-KB-19_trimmed.sorted","G18-KB-19",20,"Kelbra","Germany","",0,0,564,0,0,125,0.28,NA,586.572,NA,NA,NA,20,-1.27044732883116,1.91925042573769,1.32041684425195,0.171545270466829,-0.00352931929400838,0.445830891739244,0.466805169443477,0.115283169904011,0.222620630847805,-0.0895465382596791,0.0598860973413907,-0.00566329257158038,0.0259129923884155,-0.0763395150484893,-0.0471296648788386,-0.00550867601010844,0.000988405901063957,-0.000905348433282264,-1.80170135024825e-07
"19.6","G18-KB-2_trimmed.sorted","G18-KB-2",20,"Kelbra","Germany","",0,0,558,0,0,0,0.29,7913.6,577.253,NA,NA,NA,20,-1.27044732883116,1.91925042573769,1.32041684425195,0.171545270466829,-0.00352931929400838,0.445830891739244,0.466805169443477,0.115283169904011,0.222620630847805,-0.0895465382596791,0.0598860973413907,-0.00566329257158038,0.0259129923884155,-0.0763395150484893,-0.0471296648788386,-0.00550867601010844,0.000988405901063957,-0.000905348433282264,-1.80170135024825e-07
"19.7","G18-KB-4_trimmed.sorted","G18-KB-4",20,"Kelbra","Germany","",0,0,636,31,0,29,0.46,6974.37,580.232,NA,NA,NA,20,-1.27044732883116,1.91925042573769,1.32041684425195,0.171545270466829,-0.00352931929400838,0.445830891739244,0.466805169443477,0.115283169904011,0.222620630847805,-0.0895465382596791,0.0598860973413907,-0.00566329257158038,0.0259129923884155,-0.0763395150484893,-0.0471296648788386,-0.00550867601010844,0.000988405901063957,-0.000905348433282264,-1.80170135024825e-07
"19.8","G18-KB-6_trimmed.sorted","G18-KB-6",20,"Kelbra","Germany","",0,0,715,1,8,112,0.45,8931.57,569.681,NA,NA,NA,20,-1.27044732883116,1.91925042573769,1.32041684425195,0.171545270466829,-0.00352931929400838,0.445830891739244,0.466805169443477,0.115283169904011,0.222620630847805,-0.0895465382596791,0.0598860973413907,-0.00566329257158038,0.0259129923884155,-0.0763395150484893,-0.0471296648788386,-0.00550867601010844,0.000988405901063957,-0.000905348433282264,-1.80170135024825e-07
"19.9","G18-KB-7_trimmed.sorted","G18-KB-7",20,"Kelbra","Germany","",0,5,339,3,3,140,0.54,7234.96,535.447,NA,NA,NA,20,-1.27044732883116,1.91925042573769,1.32041684425195,0.171545270466829,-0.00352931929400838,0.445830891739244,0.466805169443477,0.115283169904011,0.222620630847805,-0.0895465382596791,0.0598860973413907,-0.00566329257158038,0.0259129923884155,-0.0763395150484893,-0.0471296648788386,-0.00550867601010844,0.000988405901063957,-0.000905348433282264,-1.80170135024825e-07
"20","G18-LB-10_trimmed.sorted","G18-LB-10",30,"Ludwigsburg","Germany","",0,1,129,0,2,83,0.51,7339.08,525.107,NA,NA,NA,30,-1.7367147805815,0.989592654938549,2.68308180632975,1.13538017209502,1.40959237071411,-0.345029747648741,-0.780840005417884,0.311180866411177,0.0557273030836924,0.10141808008686,-0.150598752331428,-0.0845182111590009,-0.0536544563741016,0.00396618140747472,-0.0284355480098898,-0.00456313057523028,-0.0182861740344768,-0.00968221180930908,8.85091973087912e-08
"20.1","G18-LB-11_trimmed.sorted","G18-LB-11",30,"Ludwigsburg","Germany","",0,0,166,6,4,32,0.46,6975.91,591.215,NA,NA,NA,30,-1.7367147805815,0.989592654938549,2.68308180632975,1.13538017209502,1.40959237071411,-0.345029747648741,-0.780840005417884,0.311180866411177,0.0557273030836924,0.10141808008686,-0.150598752331428,-0.0845182111590009,-0.0536544563741016,0.00396618140747472,-0.0284355480098898,-0.00456313057523028,-0.0182861740344768,-0.00968221180930908,8.85091973087912e-08
"20.2","G18-LB-13_trimmed.sorted","G18-LB-13",30,"Ludwigsburg","Germany","",23,0,0,1,1,66,0.26,5675.89,624.401,NA,NA,NA,30,-1.7367147805815,0.989592654938549,2.68308180632975,1.13538017209502,1.40959237071411,-0.345029747648741,-0.780840005417884,0.311180866411177,0.0557273030836924,0.10141808008686,-0.150598752331428,-0.0845182111590009,-0.0536544563741016,0.00396618140747472,-0.0284355480098898,-0.00456313057523028,-0.0182861740344768,-0.00968221180930908,8.85091973087912e-08
"20.3","G18-LB-15_trimmed.sorted","G18-LB-15",30,"Ludwigsburg","Germany","",46,75,1,9,11,55,0.3,5775,NA,NA,NA,NA,30,-1.7367147805815,0.989592654938549,2.68308180632975,1.13538017209502,1.40959237071411,-0.345029747648741,-0.780840005417884,0.311180866411177,0.0557273030836924,0.10141808008686,-0.150598752331428,-0.0845182111590009,-0.0536544563741016,0.00396618140747472,-0.0284355480098898,-0.00456313057523028,-0.0182861740344768,-0.00968221180930908,8.85091973087912e-08
"20.4","G18-LB-2_trimmed.sorted","G18-LB-2",30,"Ludwigsburg","Germany","",50,2,201,8,33,87,0.82,7267.62,529.668,NA,NA,NA,30,-1.7367147805815,0.989592654938549,2.68308180632975,1.13538017209502,1.40959237071411,-0.345029747648741,-0.780840005417884,0.311180866411177,0.0557273030836924,0.10141808008686,-0.150598752331428,-0.0845182111590009,-0.0536544563741016,0.00396618140747472,-0.0284355480098898,-0.00456313057523028,-0.0182861740344768,-0.00968221180930908,8.85091973087912e-08
"20.5","G18-LB-20_trimmed.sorted","G18-LB-20",30,"Ludwigsburg","Germany","",0,0,386,0,4,168,0.29,7615.8,575.033,NA,NA,NA,30,-1.7367147805815,0.989592654938549,2.68308180632975,1.13538017209502,1.40959237071411,-0.345029747648741,-0.780840005417884,0.311180866411177,0.0557273030836924,0.10141808008686,-0.150598752331428,-0.0845182111590009,-0.0536544563741016,0.00396618140747472,-0.0284355480098898,-0.00456313057523028,-0.0182861740344768,-0.00968221180930908,8.85091973087912e-08
"20.6","G18-LB-3_trimmed.sorted","G18-LB-3",30,"Ludwigsburg","Germany","",14,3,72,18,3,65,0.31,5925.57,662.094,NA,NA,NA,30,-1.7367147805815,0.989592654938549,2.68308180632975,1.13538017209502,1.40959237071411,-0.345029747648741,-0.780840005417884,0.311180866411177,0.0557273030836924,0.10141808008686,-0.150598752331428,-0.0845182111590009,-0.0536544563741016,0.00396618140747472,-0.0284355480098898,-0.00456313057523028,-0.0182861740344768,-0.00968221180930908,8.85091973087912e-08
"20.7","G18-LB-5_trimmed.sorted","G18-LB-5",30,"Ludwigsburg","Germany","",8,171,8,2,9,99,0.45,6186.16,524.929,NA,NA,NA,30,-1.7367147805815,0.989592654938549,2.68308180632975,1.13538017209502,1.40959237071411,-0.345029747648741,-0.780840005417884,0.311180866411177,0.0557273030836924,0.10141808008686,-0.150598752331428,-0.0845182111590009,-0.0536544563741016,0.00396618140747472,-0.0284355480098898,-0.00456313057523028,-0.0182861740344768,-0.00968221180930908,8.85091973087912e-08
"20.8","G18-LB-6_trimmed.sorted","G18-LB-6",30,"Ludwigsburg","Germany","",0,0,93,0,0,122,0.32,5067.75,571.23,NA,NA,NA,30,-1.7367147805815,0.989592654938549,2.68308180632975,1.13538017209502,1.40959237071411,-0.345029747648741,-0.780840005417884,0.311180866411177,0.0557273030836924,0.10141808008686,-0.150598752331428,-0.0845182111590009,-0.0536544563741016,0.00396618140747472,-0.0284355480098898,-0.00456313057523028,-0.0182861740344768,-0.00968221180930908,8.85091973087912e-08
"20.9","G18-LB-7_trimmed.sorted","G18-LB-7",30,"Ludwigsburg","Germany","",77,5,0,77,2,3,0.21,6025.9,NA,NA,NA,NA,30,-1.7367147805815,0.989592654938549,2.68308180632975,1.13538017209502,1.40959237071411,-0.345029747648741,-0.780840005417884,0.311180866411177,0.0557273030836924,0.10141808008686,-0.150598752331428,-0.0845182111590009,-0.0536544563741016,0.00396618140747472,-0.0284355480098898,-0.00456313057523028,-0.0182861740344768,-0.00968221180930908,8.85091973087912e-08
"21","G18-MW-1_trimmed.sorted","G18-MW-1",28,"Mittenwald","Germany","",0,0,324,NA,NA,NA,0.54,8072.3,577.834,NA,NA,NA,28,-1.83114258352432,1.37012418976901,0.600665560210136,-0.123681010085328,0.669370218434862,-0.0422413345516648,0.125081812099312,-0.03494967347276,-0.192257953400042,0.160987044061417,-0.00859804577961987,0.0180016227267705,0.0158099797394808,-0.0129374139764648,0.030918255839492,-0.0114399330433666,0.000676152681105092,-0.00160230635680236,-6.68087069566981e-08
"21.1","G18-MW-2_trimmed.sorted","G18-MW-2",28,"Mittenwald","Germany","",0,2,220,1,54,75,0.27,6400.83,581.701,NA,NA,NA,28,-1.83114258352432,1.37012418976901,0.600665560210136,-0.123681010085328,0.669370218434862,-0.0422413345516648,0.125081812099312,-0.03494967347276,-0.192257953400042,0.160987044061417,-0.00859804577961987,0.0180016227267705,0.0158099797394808,-0.0129374139764648,0.030918255839492,-0.0114399330433666,0.000676152681105092,-0.00160230635680236,-6.68087069566981e-08
"21.2","G18-MW-3_trimmed.sorted","G18-MW-3",28,"Mittenwald","Germany","",49,89,253,NA,NA,NA,0.6,7180.7,511.642,NA,NA,NA,28,-1.83114258352432,1.37012418976901,0.600665560210136,-0.123681010085328,0.669370218434862,-0.0422413345516648,0.125081812099312,-0.03494967347276,-0.192257953400042,0.160987044061417,-0.00859804577961987,0.0180016227267705,0.0158099797394808,-0.0129374139764648,0.030918255839492,-0.0114399330433666,0.000676152681105092,-0.00160230635680236,-6.68087069566981e-08
"21.3","G18-MW-4_trimmed.sorted","G18-MW-4",28,"Mittenwald","Germany","",1,0,602,0,0,133,0.55,7426.37,558.587,NA,NA,NA,28,-1.83114258352432,1.37012418976901,0.600665560210136,-0.123681010085328,0.669370218434862,-0.0422413345516648,0.125081812099312,-0.03494967347276,-0.192257953400042,0.160987044061417,-0.00859804577961987,0.0180016227267705,0.0158099797394808,-0.0129374139764648,0.030918255839492,-0.0114399330433666,0.000676152681105092,-0.00160230635680236,-6.68087069566981e-08
"21.4","G18-MW-5_trimmed.sorted","G18-MW-5",28,"Mittenwald","Germany","",75,100,318,26,0,38,0.7,7685,574.848,NA,NA,NA,28,-1.83114258352432,1.37012418976901,0.600665560210136,-0.123681010085328,0.669370218434862,-0.0422413345516648,0.125081812099312,-0.03494967347276,-0.192257953400042,0.160987044061417,-0.00859804577961987,0.0180016227267705,0.0158099797394808,-0.0129374139764648,0.030918255839492,-0.0114399330433666,0.000676152681105092,-0.00160230635680236,-6.68087069566981e-08
"21.5","G18-MW-7_trimmed.sorted","G18-MW-7",28,"Mittenwald","Germany","",0,0,340,0,0,192,0.49,6554.72,584.139,NA,NA,NA,28,-1.83114258352432,1.37012418976901,0.600665560210136,-0.123681010085328,0.669370218434862,-0.0422413345516648,0.125081812099312,-0.03494967347276,-0.192257953400042,0.160987044061417,-0.00859804577961987,0.0180016227267705,0.0158099797394808,-0.0129374139764648,0.030918255839492,-0.0114399330433666,0.000676152681105092,-0.00160230635680236,-6.68087069566981e-08
"21.6","G18-MW-8_trimmed.sorted","G18-MW-8",28,"Mittenwald","Germany","",0,1,395,6,60,34,0.37,7192.37,562.963,NA,NA,NA,28,-1.83114258352432,1.37012418976901,0.600665560210136,-0.123681010085328,0.669370218434862,-0.0422413345516648,0.125081812099312,-0.03494967347276,-0.192257953400042,0.160987044061417,-0.00859804577961987,0.0180016227267705,0.0158099797394808,-0.0129374139764648,0.030918255839492,-0.0114399330433666,0.000676152681105092,-0.00160230635680236,-6.68087069566981e-08
"22","G18-RS-1_trimmed.sorted","G18-RS-1",24,"Rabenstein","Germany","",0,0,364,1,8,146,0.4,7117.22,599.431,NA,NA,NA,24,-0.90189403293415,1.44163782754923,1.38253840682542,-0.248629565942779,-0.716703865025664,-0.282237129555276,-0.302038835651273,0.149510354763193,-0.134807288443861,-0.10233844292612,0.0205401689748541,0.161526355973997,0.0280064279400047,0.00505853004351618,0.0331743336135408,0.00239465899777002,0.00776009546666359,0.00621416913599219,7.43203063948348e-08
"22.1","G18-RS-11_trimmed.sorted","G18-RS-11",24,"Rabenstein","Germany","",3,31,122,3,1,139,0.33,6473.2,501.547,NA,NA,NA,24,-0.90189403293415,1.44163782754923,1.38253840682542,-0.248629565942779,-0.716703865025664,-0.282237129555276,-0.302038835651273,0.149510354763193,-0.134807288443861,-0.10233844292612,0.0205401689748541,0.161526355973997,0.0280064279400047,0.00505853004351618,0.0331743336135408,0.00239465899777002,0.00776009546666359,0.00621416913599219,7.43203063948348e-08
"22.2","G18-RS-13_trimmed.sorted","G18-RS-13",24,"Rabenstein","Germany","",0,1,351,20,46,85,0.2,6322.61,591.475,NA,NA,NA,24,-0.90189403293415,1.44163782754923,1.38253840682542,-0.248629565942779,-0.716703865025664,-0.282237129555276,-0.302038835651273,0.149510354763193,-0.134807288443861,-0.10233844292612,0.0205401689748541,0.161526355973997,0.0280064279400047,0.00505853004351618,0.0331743336135408,0.00239465899777002,0.00776009546666359,0.00621416913599219,7.43203063948348e-08
"22.3","G18-RS-14_trimmed.sorted","G18-RS-14",24,"Rabenstein","Germany","",0,1,125,5,123,19,0.25,5501.62,591.087,NA,NA,NA,24,-0.90189403293415,1.44163782754923,1.38253840682542,-0.248629565942779,-0.716703865025664,-0.282237129555276,-0.302038835651273,0.149510354763193,-0.134807288443861,-0.10233844292612,0.0205401689748541,0.161526355973997,0.0280064279400047,0.00505853004351618,0.0331743336135408,0.00239465899777002,0.00776009546666359,0.00621416913599219,7.43203063948348e-08
"22.4","G18-RS-16_trimmed.sorted","G18-RS-16",24,"Rabenstein","Germany","",0,1,130,NA,NA,NA,0.58,6317.49,602.475,NA,NA,NA,24,-0.90189403293415,1.44163782754923,1.38253840682542,-0.248629565942779,-0.716703865025664,-0.282237129555276,-0.302038835651273,0.149510354763193,-0.134807288443861,-0.10233844292612,0.0205401689748541,0.161526355973997,0.0280064279400047,0.00505853004351618,0.0331743336135408,0.00239465899777002,0.00776009546666359,0.00621416913599219,7.43203063948348e-08
"22.5","G18-RS-18_trimmed.sorted","G18-RS-18",24,"Rabenstein","Germany","",0,0,339,1,0,157,0.48,8324.56,591.259,NA,NA,NA,24,-0.90189403293415,1.44163782754923,1.38253840682542,-0.248629565942779,-0.716703865025664,-0.282237129555276,-0.302038835651273,0.149510354763193,-0.134807288443861,-0.10233844292612,0.0205401689748541,0.161526355973997,0.0280064279400047,0.00505853004351618,0.0331743336135408,0.00239465899777002,0.00776009546666359,0.00621416913599219,7.43203063948348e-08
"22.6","G18-RS-19_trimmed.sorted","G18-RS-19",24,"Rabenstein","Germany","",0,1,598,0,1,81,0.35,7570.22,587.265,NA,NA,NA,24,-0.90189403293415,1.44163782754923,1.38253840682542,-0.248629565942779,-0.716703865025664,-0.282237129555276,-0.302038835651273,0.149510354763193,-0.134807288443861,-0.10233844292612,0.0205401689748541,0.161526355973997,0.0280064279400047,0.00505853004351618,0.0331743336135408,0.00239465899777002,0.00776009546666359,0.00621416913599219,7.43203063948348e-08
"22.7","G18-RS-3_trimmed.sorted","G18-RS-3",24,"Rabenstein","Germany","",0,0,310,0,0,83,0.42,5237.2,NA,NA,NA,NA,24,-0.90189403293415,1.44163782754923,1.38253840682542,-0.248629565942779,-0.716703865025664,-0.282237129555276,-0.302038835651273,0.149510354763193,-0.134807288443861,-0.10233844292612,0.0205401689748541,0.161526355973997,0.0280064279400047,0.00505853004351618,0.0331743336135408,0.00239465899777002,0.00776009546666359,0.00621416913599219,7.43203063948348e-08
"22.8","G18-RS-4_trimmed.sorted","G18-RS-4",24,"Rabenstein","Germany","",1,0,324,1,45,109,0.37,6809.96,NA,NA,NA,NA,24,-0.90189403293415,1.44163782754923,1.38253840682542,-0.248629565942779,-0.716703865025664,-0.282237129555276,-0.302038835651273,0.149510354763193,-0.134807288443861,-0.10233844292612,0.0205401689748541,0.161526355973997,0.0280064279400047,0.00505853004351618,0.0331743336135408,0.00239465899777002,0.00776009546666359,0.00621416913599219,7.43203063948348e-08
"22.9","G18-RS-8_trimmed.sorted","G18-RS-8",24,"Rabenstein","Germany","",0,0,189,0,0,64,0.35,6509.68,564.32,NA,NA,NA,24,-0.90189403293415,1.44163782754923,1.38253840682542,-0.248629565942779,-0.716703865025664,-0.282237129555276,-0.302038835651273,0.149510354763193,-0.134807288443861,-0.10233844292612,0.0205401689748541,0.161526355973997,0.0280064279400047,0.00505853004351618,0.0331743336135408,0.00239465899777002,0.00776009546666359,0.00621416913599219,7.43203063948348e-08
"23","G18-SB-1_trimmed.sorted","G18-SB-1",29,"Strasburg","Germany","",5,2,1099,50,2,239,0.48,9787.1,559.509,NA,NA,NA,29,-2.06443847093178,1.37814513569829,1.22741524703424,0.261673319536278,0.852626017917886,-0.054452909929255,-0.0874881168861751,-0.0712811842802068,-0.0661291395024142,0.231303860075985,0.0846896508371453,0.0291153161443027,-0.000177946253983208,-0.0616132060462298,0.0272159991554918,0.00108494768489415,-0.00618716176517765,-0.015011533506294,-1.31319810885225e-07
"23.1","G18-SB-10_trimmed.sorted","G18-SB-10",29,"Strasburg","Germany","",4,14,97,5,15,90,0.77,7765.86,493.624,NA,NA,NA,29,-2.06443847093178,1.37814513569829,1.22741524703424,0.261673319536278,0.852626017917886,-0.054452909929255,-0.0874881168861751,-0.0712811842802068,-0.0661291395024142,0.231303860075985,0.0846896508371453,0.0291153161443027,-0.000177946253983208,-0.0616132060462298,0.0272159991554918,0.00108494768489415,-0.00618716176517765,-0.015011533506294,-1.31319810885225e-07
"23.2","G18-SB-12_trimmed.sorted","G18-SB-12",29,"Strasburg","Germany","",0,4,160,17,0,0,0.49,6376.02,560.921,NA,NA,NA,29,-2.06443847093178,1.37814513569829,1.22741524703424,0.261673319536278,0.852626017917886,-0.054452909929255,-0.0874881168861751,-0.0712811842802068,-0.0661291395024142,0.231303860075985,0.0846896508371453,0.0291153161443027,-0.000177946253983208,-0.0616132060462298,0.0272159991554918,0.00108494768489415,-0.00618716176517765,-0.015011533506294,-1.31319810885225e-07
"23.3","G18-SB-16_trimmed.sorted","G18-SB-16",29,"Strasburg","Germany","",0,0,194,55,7,13,0.44,7054.7,578.505,NA,NA,NA,29,-2.06443847093178,1.37814513569829,1.22741524703424,0.261673319536278,0.852626017917886,-0.054452909929255,-0.0874881168861751,-0.0712811842802068,-0.0661291395024142,0.231303860075985,0.0846896508371453,0.0291153161443027,-0.000177946253983208,-0.0616132060462298,0.0272159991554918,0.00108494768489415,-0.00618716176517765,-0.015011533506294,-1.31319810885225e-07
"23.4","G18-SB-17_trimmed.sorted","G18-SB-17",29,"Strasburg","Germany","",2,27,294,0,18,106,0.43,6552.9,496.113,NA,NA,NA,29,-2.06443847093178,1.37814513569829,1.22741524703424,0.261673319536278,0.852626017917886,-0.054452909929255,-0.0874881168861751,-0.0712811842802068,-0.0661291395024142,0.231303860075985,0.0846896508371453,0.0291153161443027,-0.000177946253983208,-0.0616132060462298,0.0272159991554918,0.00108494768489415,-0.00618716176517765,-0.015011533506294,-1.31319810885225e-07
"23.5","G18-SB-19_trimmed.sorted","G18-SB-19",29,"Strasburg","Germany","",17,18,135,28,18,74,0.73,8199.55,559.498,NA,NA,NA,29,-2.06443847093178,1.37814513569829,1.22741524703424,0.261673319536278,0.852626017917886,-0.054452909929255,-0.0874881168861751,-0.0712811842802068,-0.0661291395024142,0.231303860075985,0.0846896508371453,0.0291153161443027,-0.000177946253983208,-0.0616132060462298,0.0272159991554918,0.00108494768489415,-0.00618716176517765,-0.015011533506294,-1.31319810885225e-07
"23.6","G18-SB-20_trimmed.sorted","G18-SB-20",29,"Strasburg","Germany","",771,6,7,4,29,69,0.56,8487.39,NA,NA,NA,NA,29,-2.06443847093178,1.37814513569829,1.22741524703424,0.261673319536278,0.852626017917886,-0.054452909929255,-0.0874881168861751,-0.0712811842802068,-0.0661291395024142,0.231303860075985,0.0846896508371453,0.0291153161443027,-0.000177946253983208,-0.0616132060462298,0.0272159991554918,0.00108494768489415,-0.00618716176517765,-0.015011533506294,-1.31319810885225e-07
"23.7","G18-SB-3_trimmed.sorted","G18-SB-3",29,"Strasburg","Germany","",0,0,293,98,3,0,0.61,7261.56,565.126,NA,NA,NA,29,-2.06443847093178,1.37814513569829,1.22741524703424,0.261673319536278,0.852626017917886,-0.054452909929255,-0.0874881168861751,-0.0712811842802068,-0.0661291395024142,0.231303860075985,0.0846896508371453,0.0291153161443027,-0.000177946253983208,-0.0616132060462298,0.0272159991554918,0.00108494768489415,-0.00618716176517765,-0.015011533506294,-1.31319810885225e-07
"23.8","G18-SB-4_trimmed.sorted","G18-SB-4",29,"Strasburg","Germany","",0,4,206,40,67,11,0.88,5639.93,NA,NA,NA,NA,29,-2.06443847093178,1.37814513569829,1.22741524703424,0.261673319536278,0.852626017917886,-0.054452909929255,-0.0874881168861751,-0.0712811842802068,-0.0661291395024142,0.231303860075985,0.0846896508371453,0.0291153161443027,-0.000177946253983208,-0.0616132060462298,0.0272159991554918,0.00108494768489415,-0.00618716176517765,-0.015011533506294,-1.31319810885225e-07
"23.9","G18-SB-8_trimmed.sorted","G18-SB-8",29,"Strasburg","Germany","",0,0,245,0,1,157,0.73,7319.64,594.145,NA,NA,NA,29,-2.06443847093178,1.37814513569829,1.22741524703424,0.261673319536278,0.852626017917886,-0.054452909929255,-0.0874881168861751,-0.0712811842802068,-0.0661291395024142,0.231303860075985,0.0846896508371453,0.0291153161443027,-0.000177946253983208,-0.0616132060462298,0.0272159991554918,0.00108494768489415,-0.00618716176517765,-0.015011533506294,-1.31319810885225e-07
"24","G18-SC-1_trimmed.sorted","G18-SC-1",16,"Schotten","Germany","",27,3,410,NA,NA,NA,0.35,8242.95,581.121,NA,NA,NA,16,2.48317970839938,-7.17045409129595,0.566969971005055,2.11809258740398,-0.0103582392146383,0.0659379841143675,0.580107633576563,0.475754154970684,-0.244435949990543,-0.0265093171187165,0.235082445228747,0.00609220979726466,-0.0394782017975405,-0.0474692298097201,-0.0129147231611599,-0.0210193530903754,0.00377714932261287,-0.00095286586221599,5.05336818125997e-09
"24.1","G18-SC-10_trimmed.sorted","G18-SC-10",16,"Schotten","Germany","",NA,NA,NA,NA,NA,NA,0.52,8634.96,NA,NA,NA,NA,16,2.48317970839938,-7.17045409129595,0.566969971005055,2.11809258740398,-0.0103582392146383,0.0659379841143675,0.580107633576563,0.475754154970684,-0.244435949990543,-0.0265093171187165,0.235082445228747,0.00609220979726466,-0.0394782017975405,-0.0474692298097201,-0.0129147231611599,-0.0210193530903754,0.00377714932261287,-0.00095286586221599,5.05336818125997e-09
"24.2","G18-SC-2_trimmed.sorted","G18-SC-2",16,"Schotten","Germany","",13,1,217,NA,NA,NA,0.45,8351.46,NA,NA,NA,NA,16,2.48317970839938,-7.17045409129595,0.566969971005055,2.11809258740398,-0.0103582392146383,0.0659379841143675,0.580107633576563,0.475754154970684,-0.244435949990543,-0.0265093171187165,0.235082445228747,0.00609220979726466,-0.0394782017975405,-0.0474692298097201,-0.0129147231611599,-0.0210193530903754,0.00377714932261287,-0.00095286586221599,5.05336818125997e-09
"24.3","G18-SC-3_trimmed.sorted","G18-SC-3",16,"Schotten","Germany","",0,2,681,25,17,76,0.62,5192.91,585.534,NA,NA,NA,16,2.48317970839938,-7.17045409129595,0.566969971005055,2.11809258740398,-0.0103582392146383,0.0659379841143675,0.580107633576563,0.475754154970684,-0.244435949990543,-0.0265093171187165,0.235082445228747,0.00609220979726466,-0.0394782017975405,-0.0474692298097201,-0.0129147231611599,-0.0210193530903754,0.00377714932261287,-0.00095286586221599,5.05336818125997e-09
"24.4","G18-SC-4_trimmed.sorted","G18-SC-4",16,"Schotten","Germany","",3,4,158,NA,NA,NA,0.62,8440.19,523.762,NA,NA,NA,16,2.48317970839938,-7.17045409129595,0.566969971005055,2.11809258740398,-0.0103582392146383,0.0659379841143675,0.580107633576563,0.475754154970684,-0.244435949990543,-0.0265093171187165,0.235082445228747,0.00609220979726466,-0.0394782017975405,-0.0474692298097201,-0.0129147231611599,-0.0210193530903754,0.00377714932261287,-0.00095286586221599,5.05336818125997e-09
"24.5","G18-SC-5_trimmed.sorted","G18-SC-5",16,"Schotten","Germany","",26,1,783,NA,NA,NA,0.75,8045.89,580.673,NA,NA,NA,16,2.48317970839938,-7.17045409129595,0.566969971005055,2.11809258740398,-0.0103582392146383,0.0659379841143675,0.580107633576563,0.475754154970684,-0.244435949990543,-0.0265093171187165,0.235082445228747,0.00609220979726466,-0.0394782017975405,-0.0474692298097201,-0.0129147231611599,-0.0210193530903754,0.00377714932261287,-0.00095286586221599,5.05336818125997e-09
"24.6","G18-SC-6_trimmed.sorted","G18-SC-6",16,"Schotten","Germany","",18,0,0,NA,NA,NA,0.65,9730.96,NA,NA,NA,NA,16,2.48317970839938,-7.17045409129595,0.566969971005055,2.11809258740398,-0.0103582392146383,0.0659379841143675,0.580107633576563,0.475754154970684,-0.244435949990543,-0.0265093171187165,0.235082445228747,0.00609220979726466,-0.0394782017975405,-0.0474692298097201,-0.0129147231611599,-0.0210193530903754,0.00377714932261287,-0.00095286586221599,5.05336818125997e-09
"24.7","G18-SC-7_trimmed.sorted","G18-SC-7",16,"Schotten","Germany","",0,0,335,NA,NA,NA,0.39,6035.13,NA,NA,NA,NA,16,2.48317970839938,-7.17045409129595,0.566969971005055,2.11809258740398,-0.0103582392146383,0.0659379841143675,0.580107633576563,0.475754154970684,-0.244435949990543,-0.0265093171187165,0.235082445228747,0.00609220979726466,-0.0394782017975405,-0.0474692298097201,-0.0129147231611599,-0.0210193530903754,0.00377714932261287,-0.00095286586221599,5.05336818125997e-09
"24.8","G18-SC-8_trimmed.sorted","G18-SC-8",16,"Schotten","Germany","",NA,NA,NA,NA,NA,NA,0.65,7856.5,NA,NA,NA,NA,16,2.48317970839938,-7.17045409129595,0.566969971005055,2.11809258740398,-0.0103582392146383,0.0659379841143675,0.580107633576563,0.475754154970684,-0.244435949990543,-0.0265093171187165,0.235082445228747,0.00609220979726466,-0.0394782017975405,-0.0474692298097201,-0.0129147231611599,-0.0210193530903754,0.00377714932261287,-0.00095286586221599,5.05336818125997e-09
"24.9","G18-SC-9_trimmed.sorted","G18-SC-9",16,"Schotten","Germany","",NA,NA,NA,NA,NA,NA,0.83,7839.85,NA,NA,NA,NA,16,2.48317970839938,-7.17045409129595,0.566969971005055,2.11809258740398,-0.0103582392146383,0.0659379841143675,0.580107633576563,0.475754154970684,-0.244435949990543,-0.0265093171187165,0.235082445228747,0.00609220979726466,-0.0394782017975405,-0.0474692298097201,-0.0129147231611599,-0.0210193530903754,0.00377714932261287,-0.00095286586221599,5.05336818125997e-09
"25","G18-SD-1_trimmed.sorted","G18-SD-1",25,"Schulzendorf","Germany","",3,0,361,30,1,110,0.29,6475.74,578.111,NA,NA,NA,25,-1.04753996685363,2.03861315378337,0.705463841467881,-0.498730425297332,-0.64594955137553,-0.107656519144431,-0.0664810749135068,0.0476350220992147,-0.195923994550379,-0.0693628152919669,0.0434967737457434,0.0943382034536624,0.0296498434196685,0.0483591774114754,-0.0392145878075276,0.01603455563602,-0.00837936518277375,-0.00275285671445803,8.99173054038858e-08
"25.1","G18-SD-11_trimmed.sorted","G18-SD-11",25,"Schulzendorf","Germany","",0,0,307,0,0,122,0.25,6513.54,590.996,NA,NA,NA,25,-1.04753996685363,2.03861315378337,0.705463841467881,-0.498730425297332,-0.64594955137553,-0.107656519144431,-0.0664810749135068,0.0476350220992147,-0.195923994550379,-0.0693628152919669,0.0434967737457434,0.0943382034536624,0.0296498434196685,0.0483591774114754,-0.0392145878075276,0.01603455563602,-0.00837936518277375,-0.00275285671445803,8.99173054038858e-08
